source,target,sign
GATA3,EDN1,1
GATA3,EGFR,1
GATA3,EPHA7,1
GATA3,EPOR,1
GATA3,ESR1,1
GATA3,FBXO11,1
GATA3,FN1,1
GATA3,FNDC3B,1
GATA3,GALNT10,1
GATA3,GCNT4,1
GATA3,GREB1,1
GATA3,GRM7,1
GATA3,IFNG,1
GATA3,IL2RA,1
GATA3,IL4,1
GATA3,IL4R,1
GATA3,ITPK1,1
GATA3,MAF,1
GATA3,MDM2,1
GATA3,MYC,1
GATA3,MYRIP,1
GATA3,NCOA3,1
GATA3,NETO1,1
GATA3,NFKB1,1
GATA3,NRCAM,1
GATA3,PDE3A,1
GATA3,PDE7B,1
GATA3,PPARG,1
GATA3,RBMS1,1
GATA3,RHOH,1
GATA3,SH3KBP1,1
GATA3,SLC24A3,1
GATA3,SLCO4C1,1
GATA3,SLIT2,1
GATA3,SPEF2,1
GATA3,SST,1
GATA3,ST8SIA6,1
GATA3,SVIL,1
GATA3,TCF7L2,1
GATA3,TET2,1
GATA3,TGFBR3,1
GATA3,TLR5,1
GATA3,UST,1
GATA3,VAPB,1
GATA3,ZNF217,1
GATA3,ZNF507,1
GATA3,ZXDC,1
GATA4,ADA,1
GATA4,CLDN14,1
GATA4,CLDN6,1
GATA4,FLNB,1
GATA4,KIAA1217,1
GATA6,APOA1,1
GATA6,SEMA6A,1
GATA6,SVIL,1
GATA6,ABCC5,1
GATA6,ARHGAP42,1
GATA6,ATE1,1
GATA6,ATP2B1,1
GATA6,BARX2,1
GATA6,BCAR3,1
GATA6,BCAS3,1
GATA6,BHLHE40,1
GATA6,BMPR1B,1
GATA6,CEP128,1
GATA6,CLIC5,1
GATA6,CUX1,1
GATA6,DLC1,1
GATA6,DPYSL2,1
GATA6,FILIP1L,1
GATA6,FLNB,1
GATA6,GALNT2,1
GATA6,KRT18,1
GATA6,KRT8,1
GATA6,LMCD1,1
GATA6,MEF2C,1
GATA6,MICAL2,1
GATA6,MID1,1
GATA6,MYLK,1
GATA6,NR5A2,1
GATA6,PCSK5,1
GATA6,PDE4D,1
GATA6,PHLDB2,1
GATA6,PKDCC,1
GATA6,PKIB,1
GATA6,PLCB4,1
GATA6,PLEKHA7,1
GATA6,PRDM16,1
GATA6,PTK2B,1
GATA6,RBM47,1
GATA6,RGS3,1
GATA6,SH3KBP1,1
GATA6,SH3RF2,1
GATA6,SIPA1L2,1
GATA6,SLC15A2,1
GATA6,SOX6,1
GATA6,SPTB,1
GATA6,STARD13,1
GATA6,SYNE1,1
GATA6,SYNE2,1
GATA6,TBC1D1,1
GATA6,TMSB4X,1
GATA6,ZFP36L1,1
GFI1B,AHCYL2,1
GFI1B,AMBRA1,1
GFI1B,APLP2,1
GFI1B,BRD2,1
GFI1B,CPNE5,1
GFI1B,FOXP1,1
GFI1B,FRYL,1
GFI1B,HK1,1
GFI1B,HNRNPF,1
GFI1B,KCNN3,1
GFI1B,KSR1,1
GFI1B,LTBP4,1
GFI1B,MACF1,1
GFI1B,MGAT1,1
GFI1B,MYH9,1
GFI1B,NAV2,1
GFI1B,NEDD4L,1
GFI1B,PLB1,1
GFI1B,RERE,1
GFI1B,SGMS1,1
GFI1B,SMYD3,1
GFI1B,SND1,1
GFI1B,SSH1,1
GFI1B,STAT6,1
GFI1B,TMCC2,1
GFI1B,TRIM2,1
GFI1B,USP10,1
GFI1B,VPS13D,1
GLI2,CCND1,1
GLI2,COL5A2,1
GLI2,EFEMP1,-1
GLI2,FGF13,1
GLI2,FOXA2,1
GLI2,FOXE1,1
GLI2,GLI1,1
GLI2,IFNGR1,-1
GLI2,LUM,-1
GLI2,PCNA,1
GLI2,PTCH1,1
GLI2,UGCG,-1
GRHL2,KIAA1522,1
GRHL2,LAD1,1
GRHL2,LIPH,1
GRHL2,ABCA4,1
GRHL2,ABLIM1,1
GRHL2,AFAP1,1
GRHL2,ALCAM,1
GRHL2,ALK,1
GRHL2,ARHGAP32,1
GRHL2,ARHGEF4,1
GRHL2,ATP8B1,1
GRHL2,CAST,1
GRHL2,CCDC12,1
GRHL2,CDCP1,1
GRHL2,CDH1,1
GRHL2,CLDN4,1
GRHL2,CTNNBIP1,1
GRHL2,CUEDC1,1
GRHL2,EHF,1
GRHL2,EPB41L1,1
GRHL2,ESYT2,1
GRHL2,ETV6,1
GRHL2,EVL,1
GRHL2,EXPH5,1
GRHL2,FAT2,1
GRHL2,FBLN2,1
GRHL2,GDPD5,1
GRHL2,GSN,1
GRHL2,HSPB1,1
GRHL2,IQSEC1,1
GRHL2,ITGB6,1
GRHL2,KIAA1217,1
GRHL2,LIMCH1,1
GRHL2,LIMK2,1
GRHL2,LPP,1
GRHL2,MACF1,1
GRHL2,MAL2,1
GRHL2,MAP4K4,1
GRHL2,MARK2,1
GRHL2,MECOM,1
GRHL2,MID1,1
GRHL2,MYO5B,1
GRHL2,NCEH1,1
GRHL2,OSBPL3,1
GRHL2,PACSIN2,1
GRHL2,PKP1,1
GRHL2,PLB1,1
GRHL2,PLEKHA7,1
GRHL2,RBM47,1
GRHL2,RP1,1
GRHL2,SCNN1A,1
GRHL2,SGMS1,1
GRHL2,SHANK2,1
GRHL2,SIPA1L3,1
GRHL2,SLC12A8,1
GRHL2,SLC22A23,1
GRHL2,SLC35F2,1
GRHL2,SLC3A2,1
GRHL2,SLC44A3,1
GRHL2,SLCO3A1,1
GRHL2,SPINT2,1
GRHL2,ST14,1
GRHL2,SULT2B1,1
GRHL2,TAF1B,1
GRHL2,TGFA,1
GRHL2,TIAM2,1
GRHL2,TMC1,1
GRHL2,TNS3,1
GRHL2,UMODL1,1
GRHL2,WWC1,1
GRHL2,ZNF608,1
HBP1,RUNX1,1
HBP1,AFF1,-1
HBP1,ARID1B,-1
HBP1,ARID5B,-1
HBP1,ATAD2,-1
HBP1,CDK19,-1
HBP1,CITED2,-1
HBP1,CLN6,-1
HBP1,EHD1,-1
HBP1,ELF2,-1
HBP1,ERCC1,-1
HBP1,FOXO3,-1
HBP1,GABARAPL2,-1
HBP1,GNA13,-1
HBP1,GTF2I,-1
HBP1,HECTD1,-1
HBP1,HERC3,-1
HBP1,JMJD1C,-1
HBP1,KANK1,-1
HBP1,KLHDC2,-1
HBP1,LRCH1,-1
HBP1,MAP1LC3B,-1
HBP1,MXI1,-1
HBP1,NIPBL,-1
HBP1,PHPT1,-1
HBP1,PJA2,-1
HBP1,PPM1A,-1
HBP1,PPM1D,-1
HBP1,RNF13,-1
HBP1,RNF38,-1
HBP1,SIN3A,-1
HBP1,SMARCA2,-1
HBP1,SQSTM1,-1
HBP1,TLK1,-1
HBP1,TOPORS,-1
HBP1,VPS26A,-1
HHEX,TLE1,-1
HHEX,A2M,-1
HHEX,ACSS3,-1
HHEX,ADAP2,-1
HHEX,ELMO1,-1
HHEX,NINJ2,-1
HHEX,NR2F2,-1
HHEX,PLCG2,-1
HHEX,SLC23A2,-1
HHEX,WSCD1,-1
HIF1A,ABCA1,1
HIF1A,ABCG2,1
HIF1A,ADAM17,1
HIF1A,ADIPOQ,1
HIF1A,ADM,1
HIF1A,ADORA2B,1
HIF1A,AGT,1
HIF1A,ANGPT2,1
HIF1A,ANKRD37,1
HIF1A,APH1A,1
HIF1A,APLN,1
HIF1A,AQP1,1
HIF1A,AURKA,1
HIF1A,BCL2L1,1
HIF1A,BHLHE40,1
HIF1A,BHLHE41,1
HIF1A,BIRC5,1
HIF1A,BNIP3L,1
HIF1A,CCL2,1
HIF1A,CD36,1
HIF1A,CDH13,1
HIF1A,CDKN1A,1
HIF1A,CDKN1B,1
HIF1A,CEACAM5,1
HIF1A,CITED2,1
HIF1A,COX4I1,1
HIF1A,COX4I2,1
HIF1A,CP,1
HIF1A,CXCL12,1
HIF1A,CYGB,1
HIF1A,DDIT4,1
HIF1A,EGLN1,1
HIF1A,EGLN3,1
HIF1A,ENG,1
HIF1A,ENO2,1
HIF1A,ERCC6,1
HIF1A,ERRFI1,1
HIF1A,ETS1,1
HIF1A,FAM162A,1
HIF1A,FECH,1
HIF1A,FHL1,1
HIF1A,FLT1,1
HIF1A,FOXM1,1
HIF1A,FURIN,1
HIF1A,GAPDH,1
HIF1A,GBE1,1
HIF1A,GCK,1
HIF1A,GFPT1,1
HIF1A,GPX3,1
HIF1A,GYS1,1
HIF1A,HEY1,1
HIF1A,HK1,1
HIF1A,HK2,1
HIF1A,HMGCR,1
HIF1A,HMOX1,1
HIF1A,HSP90B1,1
HIF1A,HSPA1B,1
HIF1A,ID2,1
HIF1A,IL1B,1
HIF1A,ILK,1
HIF1A,ITGB1,1
HIF1A,KDM3A,1
HIF1A,KDM4B,1
HIF1A,KITLG,1
HIF1A,LGALS1,1
HIF1A,LOX,1
HIF1A,MCL1,1
HIF1A,MMP14,1
HIF1A,MUC1,1
HIF1A,NAMPT,1
HIF1A,NOS2,1
HIF1A,NOS3,1
HIF1A,NPM1,1
HIF1A,NPPB,1
HIF1A,NR3C1,1
HIF1A,NR4A3,1
HIF1A,NTN1,1
HIF1A,NTRK1,1
HIF1A,PDK3,1
HIF1A,PFKFB3,1
HIF1A,PFKFB4,1
HIF1A,PFKL,1
HIF1A,PFKP,1
HIF1A,PGAM1,1
HIF1A,PLA2G4A,1
HIF1A,PLAUR,1
HIF1A,PMAIP1,1
HIF1A,POLI,1
HIF1A,PPIA,1
HIF1A,PPP1R10,1
HIF1A,PPP1R3C,1
HIF1A,PPP5C,1
HIF1A,PTGS2,1
HIF1A,RNF7,1
HIF1A,SERPINE1,1
HIF1A,SLC11A1,1
HIF1A,SLC16A4,1
HIF1A,SPHK1,1
HIF1A,STC2,1
HIF1A,TF,1
HIF1A,TFF3,1
HIF1A,TFRC,1
HIF1A,TIMP1,1
HIF1A,TLR2,1
HIF1A,TLR4,1
HIF1A,TLR6,1
HIF1A,TP53,1
HIF1A,TUBB3,1
HIF1A,VEGFB,1
HIF1A,VHL,1
HINFP,ABT1,1
HINFP,ACBD5,1
HINFP,ATF7IP2,1
HINFP,C2CD2L,1
HINFP,CCDC9,1
HINFP,CYB5R4,1
HINFP,GPN1,1
HINFP,MPZL1,1
HINFP,PPP1R9B,1
HINFP,REEP5,1
HINFP,RUNX1,1
HINFP,SUN2,1
HINFP,TBXAS1,1
HINFP,USP48,1
HMBOX1,NCOA4,-1
HMBOX1,PDE8A,-1
HMBOX1,ADCY10,-1
HMBOX1,AMBRA1,-1
HMBOX1,ASPH,-1
HMBOX1,CDKAL1,-1
HMBOX1,CHD2,-1
HMBOX1,CTBS,-1
HMBOX1,CYTH1,-1
HMBOX1,FOXP1,-1
HMBOX1,KDM4C,-1
HMBOX1,KSR1,-1
HMBOX1,PDE7A,-1
HMBOX1,PEAK1,-1
HMBOX1,PHF21A,-1
HMBOX1,RBM39,-1
HMBOX1,RBPJ,-1
HMBOX1,REV3L,-1
HMBOX1,RICTOR,-1
HMBOX1,SMAD3,-1
HMBOX1,STK17B,-1
HMBOX1,TNRC6B,-1
HMBOX1,TXNRD1,-1
HMBOX1,VPS13D,-1
HMBOX1,ZNRF1,-1
HNF1A,AKR1C4,1
HNF1A,CYP3A4,1
HNF1A,CYP7A1,1
HNF1A,G6PC,1
HNF1A,HNF4A,1
HNF1A,IGF1,1
HNF1A,PDX1,1
HNF1A,PROC,-1
HNF1A,SLC2A2,1
HNF1B,WDR72,1
HNF1B,ACSL5,1
HNF1B,AKR1C3,1
HNF1B,ANXA10,1
HNF1B,ARHGAP24,1
HNF1B,ATP6AP1L,1
HNF1B,B3GALT5,1
HNF1B,BMPR1B,1
HNF1B,CNKSR3,1
HNF1B,EHF,1
HNF1B,EPS8,1
HNF1B,FXYD2,1
HNF1B,GLIS3,1
HNF1B,GPR160,1
HNF1B,GPR39,1
HNF1B,HAVCR1,1
HNF1B,HDAC4,1
HNF1B,KCNIP4,1
HNF1B,LPP,1
HNF1B,LYRM1,1
HNF1B,MAL2,1
HNF1B,MYO16,1
HNF1B,NRXN1,1
HNF1B,PARD3,1
HNF1B,PHEX,1
HNF1B,PLEKHG3,1
HNF1B,PTP4A1,1
HNF1B,SH3KBP1,1
HNF1B,SPINK1,1
HNF1B,TM4SF4,1
HNF1B,TMCO5A,1
HNF1B,VEPH1,1
HNF1B,ZNF438,1
HNF4A,ABCC2,1
HNF4A,ABCC6,1
HNF4A,ACAT2,1
HNF4A,ACOT13,1
HNF4A,ADAMTS1,1
HNF4A,AKR1C4,1
HNF4A,ALDH6A1,1
HNF4A,ANK3,1
HNF4A,APOA1,1
HNF4A,APOA2,1
HNF4A,APOB,1
HNF4A,BPHL,1
HNF4A,C3,1
HNF4A,CDKN1A,1
HNF4A,CEBPA,1
HNF4A,CLDN4,1
HNF4A,CYP26A1,1
HNF4A,CYP27A1,1
HNF4A,CYP2B6,1
HNF4A,CYP3A4,1
HNF4A,CYP8B1,1
HNF4A,DSC2,1
HNF4A,EBP,1
HNF4A,EFHD1,1
HNF4A,EPHX1,1
HNF4A,EPHX2,1
HNF4A,EPO,1
HNF4A,EPS15L1,1
HNF4A,F10,1
HNF4A,F2,1
HNF4A,G6PC,1
HNF4A,G6PC3,1
HNF4A,GHR,1
HNF4A,GPR39,1
HNF4A,GUCY2C,1
HNF4A,HNF1A,1
HNF4A,MME,1
HNF4A,NELL2,1
HNF4A,PCK1,1
HNF4A,PCK2,1
HNF4A,PKLR,1
HNF4A,PPARA,1
HNF4A,PROS1,1
HNF4A,PROZ,1
HNF4A,PRPF3,1
HNF4A,SLC26A3,1
HNF4A,SLC2A2,1
HNF4A,SULT2A1,1
HNF4A,TASP1,1
HNF4A,TBP,1
HNF4A,TCF7L2,1
HNF4A,TGFA,1
HNF4A,UGT1A9,1
HNF4A,UGT2B7,1
HNF4G,AKR1C4,1
HNF4G,SHBG,1
HNF4G,DOK4,1
HNF4G,WWC1,1
HNF4G,ABAT,1
HNF4G,ABLIM1,1
HNF4G,ACOT7,1
HNF4G,ALDH1A1,1
HNF4G,ALDH2,1
HNF4G,ALDH3B1,1
HNF4G,ATP11A,1
HNF4G,ATP2B2,1
HNF4G,ATP8B1,1
HNF4G,BCAS3,1
HNF4G,BCOR,1
HNF4G,CD99,1
HNF4G,CPQ,1
HNF4G,DUSP9,1
HNF4G,EHF,1
HNF4G,ERBB3,1
HNF4G,FLNB,1
HNF4G,GRAMD4,1
HNF4G,HNF1A,1
HNF4G,HNF1B,1
HNF4G,HPCAL1,1
HNF4G,HSD17B2,1
HNF4G,IQGAP2,1
HNF4G,KCNAB2,1
HNF4G,KDM6B,1
HNF4G,MYLK,1
HNF4G,MYO18A,1
HNF4G,NCOA4,1
HNF4G,NEDD4L,1
HNF4G,PLEC,1
HNF4G,RAB11FIP4,1
HNF4G,RBM47,1
HNF4G,RGS3,1
HNF4G,RNF43,1
HNF4G,RREB1,1
HNF4G,SEC14L1,1
HNF4G,SLCO2B1,1
HNF4G,SORBS1,1
HNF4G,SPATS2L,1
HNF4G,SPHK1,1
HNF4G,STK24,1
HNF4G,TACC2,1
HNF4G,TMEM37,1
HNF4G,TMPRSS2,1
HNF4G,VAMP5,1
HNF4G,WNK2,1
HOXA9,AGTPBP1,1
HOXA9,ARHGAP15,1
HOXA9,CRYZL1,1
HOXA9,DYRK1A,1
HOXA9,GHR,1
HOXA9,HECW2,1
HOXA9,IPCEF1,1
HOXA9,MAST2,1
HOXA9,NAV2,1
HOXA9,NF1,1
HOXA9,PPARG,1
HOXA9,RALGAPA2,1
HOXA9,RERE,1
HOXA9,RGS13,1
HOXA9,RNF111,1
HOXA9,SPAG17,1
HOXA9,SPOCK1,1
HOXA9,TLE4,1
HOXA9,VIM,1
HOXA9,ZNF503,1
HOXB13,ADAM7,1
HOXB13,AKAP13,1
HOXB13,ANK3,1
HOXB13,ARHGAP32,1
HOXB13,BNC2,1
HOXB13,CNTN4,1
HOXB13,CNTNAP5,1
HOXB13,COL14A1,1
HOXB13,CTNNAL1,1
HOXB13,DLG2,1
HOXB13,DNAH11,1
HOXB13,DOCK4,1
HOXB13,DOCK9,1
HOXB13,EPB41L2,1
HOXB13,ERG,1
HOXB13,ESR1,1
HOXB13,ESRRG,1
HOXB13,EXOC4,1
HOXB13,FRYL,1
HOXB13,GHR,1
HOXB13,LNX1,1
HOXB13,MAP1B,1
HOXB13,MID1,1
HOXB13,NFIA,1
HOXB13,NRXN1,1
HOXB13,NUMB,1
HOXB13,PDE4D,1
HOXB13,PSD3,1
HOXB13,RALGAPA1,1
HOXB13,RFX3,1
HOXB13,RIT2,1
HOXB13,RYR2,1
HOXB13,SEMA3C,1
HOXB13,SGIP1,1
HOXB13,SND1,1
HOXB13,STARD13,1
HOXB13,SVIL,1
HOXB13,TDRD3,1
HOXB13,THRB,1
HOXB13,THSD7A,1
HOXB13,TRIO,1
HSF1,HSPA1A,1
HSF1,HSPA1B,1
HSF1,DNAH17,1
HSF1,HPCAL1,1
HSF1,MKNK2,1
HSF1,NADK,1
HSF1,STIP1,1
HSF1,UBB,1
IKZF1,ARHGAP18,1
IKZF1,ARID1A,1
IKZF1,ATP8B4,1
IKZF1,CDYL,1
IKZF1,CHST11,1
IKZF1,DOCK11,1
IKZF1,ELF4,1
IKZF1,ERC1,1
IKZF1,GRAP2,1
IKZF1,IL10RA,1
IKZF1,IQGAP2,1
IKZF1,ITPR1,1
IKZF1,KCNAB2,1
IKZF1,KDM2B,1
IKZF1,LYN,1
IKZF1,MAD1L1,1
IKZF1,NEK6,1
IKZF1,OSBPL3,1
IKZF1,PIK3AP1,1
IKZF1,PIP4K2A,1
IKZF1,PLB1,1
IKZF1,PREX1,1
IKZF1,PRKCB,1
IKZF1,PTK2B,1
IKZF1,PTPRJ,1
IKZF1,SAMSN1,1
IKZF1,SMAP2,1
IKZF1,SMOX,1
IKZF1,ST6GAL1,1
IKZF1,STK10,1
IKZF1,SUSD1,1
IKZF1,TET3,1
IKZF1,TNFAIP8,1
IKZF1,TRIB3,1
IKZF1,WNT5B,1
IKZF1,ZEB2,1
IKZF1,ZFYVE28,1
IRF1,CCL5,1
IRF1,HLA-G,1
IRF1,IL12A,1
IRF1,IL12B,1
IRF1,IL15,1
IRF1,IL4,1
IRF1,OGN,1
IRF1,TAP2,1
IRF1,TP53,1
IRF2,ADAR,1
IRF2,APOL3,1
IRF2,CASP7,1
IRF2,CASP8,1
IRF2,NMI,1
IRF2,NR3C1,1
IRF2,AFF1,1
IRF2,APOL2,1
IRF2,ARID1B,1
IRF2,ATF1,1
IRF2,BBC3,1
IRF2,BTN3A1,1
IRF2,BTN3A3,1
IRF2,CEACAM1,1
IRF2,CEP128,1
IRF2,DDX3X,1
IRF2,DPYSL2,1
IRF2,FAM111A,1
IRF2,FAM13A,1
IRF2,FANCA,1
IRF2,FLT3LG,1
IRF2,FMR1,1
IRF2,FOXP1,1
IRF2,GAB1,1
IRF2,GALK2,1
IRF2,GPBP1L1,1
IRF2,HNRNPF,1
IRF2,HOXB3,1
IRF2,IFIT3,1
IRF2,IKZF4,1
IRF2,IL15RA,1
IRF2,IL1R1,1
IRF2,IL4,1
IRF2,ING1,1
IRF2,ISG15,1
IRF2,KLHL8,1
IRF2,MAX,1
IRF2,MDK,1
IRF2,MICB,1
IRF2,NFE2L2,1
IRF2,NFIC,1
IRF2,NFIX,1
IRF2,NOD1,1
IRF2,NUB1,1
IRF2,PARP14,1
IRF2,PATL1,1
IRF2,PER1,1
IRF2,PNRC2,1
IRF2,PRKD2,1
IRF2,PRPSAP1,1
IRF2,PTMA,1
IRF2,PTPN12,1
IRF2,RNF111,1
IRF2,SEMA4B,1
IRF2,SEMA4C,1
IRF2,SLC25A22,1
IRF2,SOCS1,1
IRF2,SP140L,1
IRF2,SRBD1,1
IRF2,ST6GAL1,1
IRF2,TAL1,1
IRF2,TGIF1,1
IRF2,UBE2D3,1
IRF2,UBE2L6,1
IRF2,UBR2,1
IRF2,WDR74,1
IRF2,ZC3HAV1,1
IRF2,ZEB2,1
IRF2,ZFP36,1
IRF2,ZNF250,1
IRF2,ZNF566,1
IRF2,ZNF93,1
IRF3,IRF7,1
IRF3,ABCA7,1
IRF3,APOBEC3D,1
IRF3,APOBEC3F,1
IRF3,ABCB9,1
IRF3,ABHD2,1
IRF3,AKAP8L,1
IRF3,ANKRD23,1
IRF3,APOBEC3C,1
IRF3,APOBEC3G,1
IRF3,ARL16,1
IRF3,BABAM1,1
IRF3,BCAS3,1
IRF3,BST2,1
IRF3,CCDC61,1
IRF3,CCL5,1
IRF3,CDCA3,1
IRF3,CLK3,1
IRF3,CNOT3,1
IRF3,CNPY3,1
IRF3,CREB3L4,1
IRF3,CYTH2,1
IRF3,DCAF15,1
IRF3,DDX39A,1
IRF3,ERCC2,1
IRF3,FBXO24,1
IRF3,FOXK2,1
IRF3,GLCCI1,1
IRF3,GPR108,1
IRF3,GTF3C5,1
IRF3,GTPBP6,1
IRF3,HGS,1
IRF3,KCNAB2,1
IRF3,KIAA0895L,1
IRF3,LMBR1L,1
IRF3,LRRC45,1
IRF3,MED24,1
IRF3,MVD,1
IRF3,NARF,1
IRF3,NUBP2,1
IRF3,PABPN1,1
IRF3,PHPT1,1
IRF3,PRPF31,1
IRF3,RAB11B,1
IRF3,RAB4B,1
IRF3,RFX1,1
IRF3,RHPN1,1
IRF3,RPL18A,1
IRF3,SHARPIN,1
IRF3,SLC25A28,1
IRF3,TCF3,1
IRF3,TMEM160,1
IRF3,TMEM161A,1
IRF3,TPCN1,1
IRF3,TRAF2,1
IRF3,TYK2,1
IRF3,WBP1,1
IRF3,XRCC3,1
IRF3,ZNF574,1
IRF3,ZNF691,1
IRF3,ZNF775,1
IRF4,CFLAR,1
IRF4,CIITA,1
IRF4,ELF4,1
IRF4,FCRL5,1
IRF4,ITGB7,1
IRF4,AFF1,1
IRF4,AHCYL2,1
IRF4,ARHGAP24,1
IRF4,CAST,1
IRF4,CCDC88C,1
IRF4,CDYL,1
IRF4,CTNND2,1
IRF4,CTSC,1
IRF4,CYTH1,1
IRF4,CYTIP,1
IRF4,DGKG,1
IRF4,DIS3L2,1
IRF4,DOCK10,1
IRF4,DTNB,1
IRF4,ELMO1,1
IRF4,ERN1,1
IRF4,GDI2,1
IRF4,IGF1R,1
IRF4,IKZF1,1
IRF4,IKZF3,1
IRF4,IL16,1
IRF4,JAK1,1
IRF4,JARID2,1
IRF4,KALRN,1
IRF4,KBTBD8,1
IRF4,KLHL6,1
IRF4,KSR1,1
IRF4,LPP,1
IRF4,MGLL,1
IRF4,NFKBIZ,1
IRF4,NLRC5,1
IRF4,OSBPL3,1
IRF4,PBX1,1
IRF4,PEAK1,1
IRF4,PIEZO2,1
IRF4,PIK3AP1,1
IRF4,PLXNC1,1
IRF4,POU2AF1,1
IRF4,PPP2R5C,1
IRF4,PTK2B,1
IRF4,RABGAP1L,1
IRF4,RAPGEF6,1
IRF4,RHOH,1
IRF4,RTN4,1
IRF4,SAMD4A,1
IRF4,SLAMF7,1
IRF4,SMARCA2,1
IRF4,SMG6,1
IRF4,SORBS1,1
IRF4,SORL1,1
IRF4,SP100,1
IRF4,SP140,1
IRF4,TCF4,1
IRF4,TXNDC11,1
IRF4,ZEB1,1
IRF4,ZNF365,1
IRF9,IFIT3,1
IRF9,IRF7,1
IRF9,ADAR,1
IRF9,ISG15,1
IRF9,KSR1,1
IRF9,MX1,1
IRF9,OAS2,1
IRF9,OAS3,1
IRF9,RSAD2,1
IRF9,SAMD9L,1
JUN,ACTA1,1
JUN,APP,1
JUN,BATF3,1
JUN,BDKRB1,1
JUN,CCL4,1
JUN,CCL5,1
JUN,CCND2,1
JUN,CD44,1
JUN,CHGA,1
JUN,CSTA,1
JUN,CYP11A1,1
JUN,CYP2J2,1
JUN,EDN1,1
JUN,ELN,1
JUN,ETS2,1
JUN,F3,1
JUN,FASLG,1
JUN,FOS,1
JUN,GCLC,1
JUN,GNRHR,1
JUN,ICAM1,1
JUN,IER5,1
JUN,IGF1,1
JUN,IL12A,1
JUN,IL1A,1
JUN,IL1B,1
JUN,IL5RA,1
JUN,ITGAX,1
JUN,MGP,1
JUN,MMP12,1
JUN,MYB,1
JUN,NAT1,1
JUN,NFKB2,1
JUN,NGF,1
JUN,NPY,1
JUN,NQO1,-1
JUN,NR3C1,1
JUN,NTRK1,1
JUN,NTS,1
JUN,OXTR,1
JUN,PDHA1,1
JUN,PENK,1
JUN,PLA2G4A,1
JUN,POLD2,1
JUN,PPARA,1
JUN,PTX3,1
JUN,RELB,1
JUN,RUNX2,1
JUN,SELE,1
JUN,SERPINE1,1
JUN,SPP1,1
JUN,SPRR3,1
JUN,TFPI2,1
JUN,TGFB1,1
JUN,TIMP2,1
JUN,TNFRSF10A,1
JUN,TXN,1
JUN,VIM,1
JUNB,CDKN2A,1
JUNB,CLU,1
JUNB,PIM1,1
JUNB,ABCC1,1
JUNB,AKAP13,1
JUNB,AMPD3,1
JUNB,AUTS2,1
JUNB,BACH1,1
JUNB,BHLHE40,1
JUNB,CCDC12,1
JUNB,CMIP,1
JUNB,CUEDC1,1
JUNB,DMD,1
JUNB,EGR2,1
JUNB,EHD1,1
JUNB,EHF,1
JUNB,FHAD1,1
JUNB,FOSL1,1
JUNB,FOXK1,1
JUNB,GMDS,1
JUNB,GNA12,1
JUNB,IER5,1
JUNB,KALRN,1
JUNB,KAZN,1
JUNB,KCNMA1,1
JUNB,KLF6,1
JUNB,LIMS1,1
JUNB,LMNA,1
JUNB,MICAL2,1
JUNB,NACA2,1
JUNB,ROCK2,1
JUNB,RTN4,1
JUNB,SEC14L1,1
JUNB,SH3BP5,1
JUNB,SLC12A8,1
JUNB,SMARCA2,1
JUNB,SPRED2,1
JUNB,TBC1D14,1
JUNB,TGIF1,1
JUNB,TIAM2,1
JUNB,TMSB4X,1
JUNB,TNRC6B,1
JUNB,UBC,1
JUNB,VOPP1,1
JUNB,WWTR1,1
JUNB,ZBTB20,1
JUNB,ZFP36L1,1
JUNB,ZFP36L2,1
JUNB,ZNF217,1
JUND,CCL5,1
JUND,CD40LG,1
JUND,CLU,1
JUND,CSTA,1
JUND,NQO2,1
JUND,PLAUR,1
JUND,TGFB1,1
KDM5B,DNAJB12,1
KDM5B,CMIP,1
KDM5B,CTNNA1,1
KDM5B,DAAM1,1
KDM5B,FOXP1,1
KDM5B,JARID2,1
KDM5B,JUP,1
KDM5B,LHFPL2,1
KDM5B,MYH9,1
KDM5B,PPFIBP2,1
KDM5B,PRRC2B,1
KDM5B,RAB11FIP4,1
KDM5B,RREB1,1
KDM5B,SMAD3,1
KDM5B,SYNJ2,1
KDM5B,TGIF1,1
KDM5B,VGLL4,1
KLF1,HBB,1
KLF1,OSBP2,1
KLF1,ACTB,1
KLF1,ADAP1,1
KLF1,AGRN,1
KLF1,AHNAK,1
KLF1,ANK1,1
KLF1,CHID1,1
KLF1,CNPPD1,1
KLF1,CPAMD8,1
KLF1,CTSB,1
KLF1,EGFL7,1
KLF1,EVL,1
KLF1,FBRSL1,1
KLF1,GPR137,1
KLF1,KCTD2,1
KLF1,KLHL21,1
KLF1,LTBP4,1
KLF1,LYL1,1
KLF1,MAST1,1
KLF1,MICALL2,1
KLF1,NADK,1
KLF1,NQO2,1
KLF1,PIM1,1
KLF1,PLEC,1
KLF1,RAB3IL1,1
KLF1,RALGDS,1
KLF1,RERE,1
KLF1,RNF38,1
KLF1,SGMS1,1
KLF1,SH3BP2,1
KLF1,SLC4A1,1
KLF1,SLC6A6,1
KLF1,SNAP47,1
KLF1,SORBS1,1
KLF1,SPTB,1
KLF1,STON2,1
KLF1,TBC1D14,1
KLF1,TCEA2,1
KLF1,UXS1,1
KLF1,XXYLT1,1
KLF1,YWHAZ,1
KLF1,ZFP36,1
KLF1,ZNF276,1
KLF13,AP3D1,-1
KLF13,ARID1A,-1
KLF13,ARRDC2,-1
KLF13,ATP6V0D1,-1
